End_Date,Portfolio_name,Campaign_Name,Ad_Group_Name,Advertised_SKU,Advertised_ASIN,Impressions,Clicks,Click_Thru_Rate_CTR,Cost_Per_Click_CPC,Spend,7_Day_Total_Sales,Total_Advertising_Cost_of_Sales_ACOS,Total_Return_on_Advertising_Spend_ROAS,7_Day_Total_Orders,7_Day_Total_Units,7_Day_Conversion_Rate,7_Day_Advertised_SKU_Units,7_Day_Other_SKU_Units,7_Day_Advertised_SKU_Sales,7_Day_Other_SKU_Sales
2023-10-23,Halley - ESF,NaturPlus - Campaign 10,NaturPlus - AdGroup 1,NAT-SYN-0045,B0SYNTH0045,866,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-30,Halley - ESF,NaturPlus - Campaign 10,NaturPlus - AdGroup 1,NAT-SYN-0045,B0SYNTH0045,1409,22,0.0156,0.98,21.64,38.01,0.5693,1.7565,0,0,0.0,0,0,38.01,0
2023-06-12,Halley - ESF,NaturPlus - Campaign 10,NaturPlus - AdGroup 1,NAT-SYN-0045,B0SYNTH0045,129,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-06,Halley - ESF,NaturPlus - Campaign 10,NaturPlus - AdGroup 1,NAT-SYN-0045,B0SYNTH0045,233,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-10,Halley - ESF,NaturPlus - Campaign 10,NaturPlus - AdGroup 1,NAT-SYN-0045,B0SYNTH0045,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-01,Halley - ESF,NaturPlus - Campaign 10,NaturPlus - AdGroup 1,NAT-SYN-0045,B0SYNTH0045,1153,14,0.0121,0.37,5.21,7.87,0.662,1.5106,0,0,0.0,0,0,7.87,0
2023-12-11,Halley - ESF,NaturPlus - Campaign 10,NaturPlus - AdGroup 1,NAT-SYN-0045,B0SYNTH0045,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-13,Harveast - ESF,EcoHome - Campaign 10,EcoHome - AdGroup 2,ECO-SYN-0046,B0SYNTH0046,758,8,0.0106,0.46,3.71,6.59,0.563,1.7763,0,0,0.0,0,0,6.59,0
2023-10-23,Harveast - ESF,EcoHome - Campaign 10,EcoHome - AdGroup 2,ECO-SYN-0046,B0SYNTH0046,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-02,Harveast - ESF,EcoHome - Campaign 10,EcoHome - AdGroup 2,ECO-SYN-0046,B0SYNTH0046,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-30,Harveast - ESF,EcoHome - Campaign 10,EcoHome - AdGroup 2,ECO-SYN-0046,B0SYNTH0046,570,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-02,Harveast - ESF,EcoHome - Campaign 10,EcoHome - AdGroup 2,ECO-SYN-0046,B0SYNTH0046,492,5,0.0102,0.86,4.28,8.62,0.4965,2.014,0,0,0.0,0,0,8.62,0
2023-10-16,Harveast - ESF,EcoHome - Campaign 10,EcoHome - AdGroup 2,ECO-SYN-0046,B0SYNTH0046,981,3,0.0031,0.34,1.03,1.34,0.7687,1.301,0,0,0.0,0,0,1.34,0
2023-08-07,Harveast - ESF,EcoHome - Campaign 10,EcoHome - AdGroup 2,ECO-SYN-0046,B0SYNTH0046,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-13,Harveast - ESF,EcoHome - Campaign 10,EcoHome - AdGroup 2,ECO-SYN-0046,B0SYNTH0046,372,1,0.0027,1.37,1.37,5.23,0.262,3.8175,0,0,0.0,0,0,5.23,0
2023-12-11,Bioblas - ESF,VitaGreen - Campaign 10,VitaGreen - AdGroup 3,VIT-SYN-0047,B0SYNTH0047,777,2,0.0026,0.85,1.7,5.04,0.3373,2.9647,0,0,0.0,0,0,5.04,0
2023-03-20,Bioblas - ESF,VitaGreen - Campaign 10,VitaGreen - AdGroup 3,VIT-SYN-0047,B0SYNTH0047,117,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,Bioblas - ESF,VitaGreen - Campaign 10,VitaGreen - AdGroup 3,VIT-SYN-0047,B0SYNTH0047,326,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-17,Bioblas - ESF,VitaGreen - Campaign 10,VitaGreen - AdGroup 3,VIT-SYN-0047,B0SYNTH0047,129,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-16,Bioblas - ESF,VitaGreen - Campaign 10,VitaGreen - AdGroup 3,VIT-SYN-0047,B0SYNTH0047,219,1,0.0046,0.55,0.55,1.02,0.5392,1.8545,0,0,0.0,0,0,1.02,0
2023-06-19,Bioblas - ESF,VitaGreen - Campaign 10,VitaGreen - AdGroup 3,VIT-SYN-0047,B0SYNTH0047,1282,2,0.0016,1.4,2.8,4.79,0.5846,1.7107,0,0,0.0,0,0,4.79,0
2023-10-30,Bioblas - ESF,VitaGreen - Campaign 10,VitaGreen - AdGroup 3,VIT-SYN-0047,B0SYNTH0047,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-09,Bioblas - ESF,VitaGreen - Campaign 10,VitaGreen - AdGroup 3,VIT-SYN-0047,B0SYNTH0047,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-09,Orient Therapy - ESF,Halley - Campaign 10,Halley - AdGroup 4,HAL-SYN-0048,B0SYNTH0048,214,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-14,Orient Therapy - ESF,Halley - Campaign 10,Halley - AdGroup 4,HAL-SYN-0048,B0SYNTH0048,1852,32,0.0173,0.49,15.69,30.75,0.5102,1.9598,1,1,0.0312,1,0,30.75,0
2023-10-30,Orient Therapy - ESF,Halley - Campaign 10,Halley - AdGroup 4,HAL-SYN-0048,B0SYNTH0048,437,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-20,Orient Therapy - ESF,Halley - Campaign 10,Halley - AdGroup 4,HAL-SYN-0048,B0SYNTH0048,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-18,Orient Therapy - ESF,Halley - Campaign 10,Halley - AdGroup 4,HAL-SYN-0048,B0SYNTH0048,352,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-09,Orient Therapy - ESF,Halley - Campaign 10,Halley - AdGroup 4,HAL-SYN-0048,B0SYNTH0048,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-29,Orient Therapy - ESF,Halley - Campaign 10,Halley - AdGroup 4,HAL-SYN-0048,B0SYNTH0048,147,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-20,Orient Therapy - ESF,Halley - Campaign 10,Halley - AdGroup 4,HAL-SYN-0048,B0SYNTH0048,278,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-24,Jumbo Jumble - ESF,Harveast - Campaign 10,Harveast - AdGroup 5,HAR-SYN-0049,B0SYNTH0049,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-26,Jumbo Jumble - ESF,Harveast - Campaign 10,Harveast - AdGroup 5,HAR-SYN-0049,B0SYNTH0049,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-15,Jumbo Jumble - ESF,Harveast - Campaign 10,Harveast - AdGroup 5,HAR-SYN-0049,B0SYNTH0049,325,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,Jumbo Jumble - ESF,Harveast - Campaign 10,Harveast - AdGroup 5,HAR-SYN-0049,B0SYNTH0049,350,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-28,Jumbo Jumble - ESF,Harveast - Campaign 10,Harveast - AdGroup 5,HAR-SYN-0049,B0SYNTH0049,401,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-23,Jumbo Jumble - ESF,Harveast - Campaign 10,Harveast - AdGroup 5,HAR-SYN-0049,B0SYNTH0049,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-10,Jumbo Jumble - ESF,Harveast - Campaign 10,Harveast - AdGroup 5,HAR-SYN-0049,B0SYNTH0049,256,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-07,Jumbo Jumble - ESF,Harveast - Campaign 10,Harveast - AdGroup 5,HAR-SYN-0049,B0SYNTH0049,201,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
